Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33.0,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,702,1.0,Male,70,3,1,Research Scientist,1.0,Single,3348.0,3164,1,Yes,11,3,1,0,10,3.0,3.0,10.0,8,9,7
35.0,0,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3.0,Male,41,2,1,Laboratory Technician,3.0,Married,1281.0,16900,1,No,18,3,3,2,1,3.0,3.0,1.0,0,0,0
23.0,0,Travel_Rarely,885,Research & Development,4,3,Medical,705,1.0,Male,58,4,1,Research Scientist,1.0,Married,2819.0,8544,2,No,16,3,1,1,5,3.0,4.0,3.0,2,0,2
25.0,0,Travel_Rarely,810,Sales,8,3,Life Sciences,707,4.0,Male,57,4,2,Sales Executive,3.0,Married,4960.0,15678,0,No,22,4,3,1,4,4.0,3.0,3.0,2,1,2
38.0,0,Travel_Rarely,243,Sales,7,4,Marketing,709,4.0,Female,46,2,2,Sales Executive,4.0,Other,4028.0,7791,0,No,20,4,1,0,8,2.0,3.0,7.0,7,0,5
36.0,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,710,2.0,Male,76,1,1,Research Scientist,4.0,Divorced,2720.0,18959,1,No,18,3,4,1,10,5.0,3.0,10.0,7,2,8
48.0,0,Travel_Rarely,817,Sales,2,1,Marketing,712,2.0,Male,56,4,2,sales executive,2.0,Married,8120.0,18597,3,No,12,3,4,0,12,3.0,3.0,2.0,2,2,2
27.0,0,Travel_Frequently,1410,Sales,3,1,Medical,714,4.0,Female,71,4,2,Sales Executive,4.0,Divorced,4647.0,16673,1,Yes,20,4,2,2,6,3.0,3.0,6.0,5,0,4
37.0,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,715,4.0,Male,80,4,1,Research Scientist,4.0,Single,4680.0,15232,3,No,17,3,1,0,4,2.0,3.0,1.0,0,0,0
50.0,0,Travel_Rarely,1207,Research & Development,28,1,Medical,716,4.0,Male,74,4,1,Laboratory Technician,3.0,Married,3221.0,3297,1,Yes,11,3,3,3,20,3.0,3.0,20.0,8,3,8
36.0,0,Travel_Rarely,1442,Research & Development,9,3,Medical,717,4.0,Female,46,2,3,Healthcare Representative,2.0,Single,4960.0,17654,1,No,14,3,2,0,9,3.0,4.0,65.0,7,7,7
24.0,1,Travel_Rarely,693,Sales,3,2,Life Sciences,720,1.0,Female,65,3,2,Sales Executive,3.0,Single,4577.0,24785,9,No,14,3,1,0,4,3.0,3.0,5.0,2,2,0
39.0,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,721,4.0,Female,80,2,2,healthcare representative,3.0,Single,4553.0,20978,1,No,11,3,1,0,20,4.0,3.0,20.0,7,11,10
32.0,0,Travel_Rarely,929,Sales,10,3,Marketing,722,4.0,Male,55,3,2,sales executive,4.0,Single,5396.0,21703,1,No,12,3,4,0,10,2.0,2.0,10.0,7,0,8
50.0,1,Travel_Frequently,562,Sales,8,2,Technical Degree,723,2.0,Male,50,3,2,Sales Executive,3.0,Married,6796.0,23452,3,Yes,14,3,1,1,18,4.0,3.0,4.0,3,1,3
38.0,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,724,2.0,Female,33,4,2,Healthcare Representative,4.0,Single,7625.0,19383,0,No,13,3,3,0,10,4.0,2.0,9.0,7,1,8
27.0,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,725,3.0,Female,68,3,3,Manufacturing Director,1.0,Married,7412.0,6009,1,No,11,3,4,0,9,3.0,3.0,9.0,7,0,7
36.0,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,727,3.0,Female,39,3,3,Research Director,4.0,Single,11159.0,19373,3,No,15,3,4,0,10,6.0,3.0,7.0,7,7,7
47.0,0,Travel_Rarely,703,Sales,14,4,Marketing,728,4.0,Male,42,3,2,Sales Executive,1.0,Single,4960.0,11825,2,No,12,3,4,0,20,2.0,3.0,7.0,7,1,7
40.0,0,Travel_Frequently,580,Sales,5,4,Life Sciences,729,3.0,Male,48,2,3,Sales Executive,1.0,Married,10475.0,23772,5,Yes,21,4,3,1,20,2.0,3.0,18.0,13,1,12
53.0,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,730,3.0,Male,59,4,4,Research Director,3.0,Married,14814.0,13514,3,No,19,3,3,0,32,3.0,3.0,5.0,1,1,3
41.0,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,2.0,Male,73,2,5,Manager,4.0,Divorced,19141.0,8861,3,No,15,3,2,3,23,2.0,2.0,21.0,6,12,6
60.0,0,Travel_Rarely,1179,Sales,16,4,Marketing,732,1.0,Male,84,3,2,Sales Executive,1.0,Single,5405.0,11924,8,No,14,3,4,0,10,1.0,3.0,2.0,2,2,2
36.0,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,733,4.0,Male,32,3,3,manufacturing director,1.0,Divorced,8793.0,4809,1,No,21,4,3,2,9,4.0,2.0,9.0,7,1,7
41.0,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,3.0,Male,59,2,5,Manager,3.0,Married,19189.0,19562,1,No,12,3,2,1,22,3.0,3.0,22.0,7,2,10
50.0,0,Travel_Rarely,316,Sales,8,4,Marketing,738,4.0,Male,54,3,1,Sales Representative,2.0,Married,3875.0,9983,7,No,15,3,4,1,4,2.0,3.0,2.0,2,2,2
28.0,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,741,3.0,Female,67,1,1,Research Scientist,2.0,Single,2216.0,3872,7,Yes,13,3,4,0,10,4.0,3.0,7.0,7,3,7
36.0,0,Non-Travel,427,Research & Development,8,3,Life Sciences,742,1.0,Female,63,4,3,Research Director,1.0,Married,11713.0,20335,9,No,14,3,1,1,10,2.0,3.0,8.0,7,0,5
38.0,0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,743,3.0,Female,81,3,3,Manufacturing Director,3.0,Single,7861.0,15397,4,Yes,14,3,4,0,10,4.0,4.0,1.0,0,0,0
44.0,0,Non-Travel,381,Research & Development,24,3,Medical,744,1.0,Male,49,1,1,Laboratory Technician,3.0,Single,3708.0,2104,2,No,14,3,3,0,9,5.0,3.0,5.0,2,1,4
47.0,0,Travel_Frequently,217,Sales,3,3,Medical,746,4.0,Female,49,3,4,Sales Executive,3.0,Divorced,13770.0,10225,9,Yes,12,3,4,2,28,2.0,2.0,22.0,2,11,13
36.0,0,Travel_Rarely,501,Sales,27,5,Marketing,747,3.0,Male,99,3,2,Sales Executive,4.0,Divorced,500000.0,25275,7,No,23,4,4,1,10,3.0,2.0,8.0,7,7,7
36.0,0,Travel_Rarely,1396,Sales,10,3,Life Sciences,749,3.0,Male,99,3,1,Sales Representative,3.0,Single,750000.0,2755,1,No,11,3,3,0,1,6.0,3.0,1.0,0,0,0
42.0,1,Travel_Frequently,933,Research & Development,19,3,Medical,752,3.0,Male,57,4,1,Research Scientist,3.0,Divorced,4960.0,20366,6,Yes,12,3,4,0,7,2.0,3.0,2.0,2,2,2
43.0,0,Travel_Frequently,775,Sales,15,3,Life Sciences,754,4.0,Male,47,2,2,Sales Executive,4.0,Married,6804.0,23683,3,No,18,3,3,1,7,5.0,3.0,2.0,2,2,2
34.0,0,Travel_Rarely,970,Research & Development,8,2,Medical,757,2.0,Female,96,3,2,Healthcare Representative,3.0,Single,6142.0,7360,3,No,11,3,4,0,10,2.0,3.0,5.0,1,4,3
23.0,0,Travel_Rarely,650,Research & Development,9,1,Medical,758,2.0,Male,37,3,1,Laboratory Technician,1.0,Married,2500.0,4344,1,No,14,3,4,1,5,2.0,4.0,4.0,3,0,2
36.0,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,760,3.0,Female,44,4,2,Human Resources,2.0,Married,6389.0,18767,9,No,15,3,3,1,12,3.0,1.0,8.0,3,3,6
56.0,0,Travel_Rarely,832,Research & Development,9,3,Medical,762,3.0,Male,81,3,4,Healthcare Representative,4.0,Married,11103.0,20420,7,No,11,3,3,0,30,1.0,2.0,10.0,7,1,1
40.0,0,Travel_Rarely,804,Research & Development,2,1,Medical,763,4.0,Female,86,2,1,Research Scientist,4.0,Single,2342.0,22929,0,Yes,20,4,4,0,5,2.0,2.0,4.0,2,2,3
27.0,0,Travel_Rarely,975,Research & Development,7,3,Medical,764,3.0,Female,55,2,2,Healthcare Representative,1.0,Single,-5000.0,23398,8,No,19,3,1,0,9,2.0,1.0,7.0,6,0,7
29.0,0,Travel_Rarely,1090,Sales,10,3,Marketing,766,4.0,Male,83,3,1,Sales Representative,2.0,Divorced,2297.0,17967,1,No,14,3,4,2,2,2.0,3.0,2.0,2,2,2
53.0,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,769,4.0,Male,86,3,2,Laboratory Technician,3.0,Single,4960.0,10919,2,No,17,3,4,0,19,4.0,3.0,2.0,2,2,2
35.0,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,771,3.0,Female,61,3,2,Healthcare Representative,1.0,Divorced,5093.0,4761,2,No,11,3,1,1,16,3.0,4.0,1.0,0,0,0
32.0,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,772,1.0,Male,80,3,2,Laboratory Technician,4.0,Married,5309.0,21146,1,No,15,3,4,2,10,2.0,3.0,10.0,8,4,7
38.0,0,Travel_Rarely,268,Research & Development,2,5,Medical,773,4.0,Male,92,3,1,Research Scientist,3.0,Married,3057.0,20471,6,Yes,13,3,2,1,6,0.0,1.0,1.0,0,0,1
34.0,0,Travel_Rarely ,167,Research & Development,8,5,Life Sciences,775,2.0,Female,32,3,2,Manufacturing Director,1.0,Divorced,5121.0,4187,3,No,14,3,3,1,7,3.0,3.0,55.0,0,0,0
52.0,0,Travel_Rarely,621,Sales,3,4,Marketing,776,3.0,Male,31,2,4,Manager,1.0,Married,16856.0,10084,1,No,11,3,1,0,34,3.0,4.0,34.0,6,1,16
33.0,1,Travel_Rarely,527,Research & Development,1,4,Other,780,4.0,Male,63,3,1,Research Scientist,4.0,Single,2686.0,5207,1,Yes,13,3,3,0,10,2.0,2.0,10.0,9,7,8
25.0,0,Travel_Rarely,883,Sales,26,1,Medical,781,3.0,Female,32,3,2,Sales Executive,4.0,Single,6180.0,22807,1,No,23,4,2,0,6,5.0,2.0,6.0,5,1,4
45.0,0,Travel_Rarely,954,Sales,2,2,Technical Degree,783,2.0,Male,46,1,2,Sales Representative,3.0,Single,6632.0,12388,0,No,13,3,1,0,9,3.0,3.0,5.0,7,3,1
23.0,0,Travel_Rarely,310,Research & Development,10,1,Medical,784,1.0,Male,79,4,1,Research Scientist,3.0,Single,3505.0,19630,1,No,18,3,4,0,2,3.0,3.0,2.0,2,0,2
47.0,1,Travel_Frequently,719,Sales,27,2,Life Sciences,785,2.0,Female,77,4,2,Sales Executive,3.0,Single,6397.0,10339,4,Yes,12,3,4,0,8,2.0,3.0,5.0,4,1,3
34.0,0,Travel_Rarely,304,Sales,2,3,Other,786,3.0,Male,60,3,2,sales executive,4.0,Single,6274.0,18686,1,No,22,4,3,0,6,5.0,3.0,6.0,5,1,4
55.0,1,Travel_Rarely,725,Research & Development,2,3,Medical,787,4.0,Male,78,3,5,Manager,1.0,Married,19859.0,21199,5,Yes,13,3,4,1,24,2.0,3.0,5.0,2,1,4
36.0,0,Non-Travel,1434,Sales,8,4,Life Sciences,789,1.0,Unknown,76,2,3,Sales Executive,1.0,Single,7587.0,14229,1,No,15,3,2,0,10,1.0,3.0,10.0,7,0,9
52.0,0,Non-Travel,715,Research & Development,19,4,Medical,791,4.0,Male,41,3,1,Research Scientist,4.0,Married,4258.0,26589,0,No,18,3,1,1,5,3.0,3.0,4.0,3,1,2
26.0,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,792,1.0,Female,71,1,1,Laboratory Technician,4.0,Divorced,4364.0,5288,3,No,14,3,1,1,5,2.0,3.0,2.0,2,2,0
36.0,0,Travel_Rarely,657,Research & Development,27,3,Medical,793,2.0,Female,66,3,2,Healthcare Representative,3.0,Married,4335.0,25549,4,No,12,3,1,1,11,3.0,3.0,8.0,7,1,1
26.0,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,796,4.0,Male,38,2,2,Sales Executive,1.0,Single,5326.0,3064,6,No,17,3,3,0,6,2.0,2.0,4.0,3,1,2
34.0,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,797,2.0,Female,72,4,1,Research Scientist,4.0,Single,3280.0,13551,2,No,16,3,3,0,10,2.0,3.0,4.0,2,1,3
54.0,0,Travel_Rarely,376,Research & Development,19,4,Medical,799,4.0,Female,95,3,2,Manufacturing Director,1.0,Divorced,5485.0,22670,9,Yes,11,3,2,2,9,4.0,3.0,5.0,3,1,4
27.0,0,Travel_Frequently,829,Sales,8,1,Marketing,800,3.0,Male,84,3,2,Sales Executive,4.0,Married,4342.0,24008,0,No,19,3,2,1,5,3.0,3.0,4.0,2,1,1
37.0,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,802,4.0,Female,82,3,1,Research Scientist,3.0,Divorced,2782.0,19905,0,Yes,13,3,2,2,6,3.0,3.0,5.0,3,4,3
38.0,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,803,1.0,Female,75,4,2,Manufacturing Director,1.0,Single,5980.0,26085,6,Yes,12,3,4,0,17,2.0,3.0,15.0,7,4,12
34.0,0,Travel_Rarely,121,Research & Development,2,4,Medical,804,3.0,Female,86,2,1,Research Scientist,3.0,Single,4381.0,7530,1,No,11,3,3,0,6,3.0,3.0,6.0,5,1,3
35.0,0,Travel_Rarely,384,Sales,8,4,Life Sciences,805,1.0,Female,72,3,1,Sales Representative,4.0,Married,4960.0,20317,1,No,16,3,2,1,3,3.0,2.0,3.0,2,0,2
36.0,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,806,4.0,Male,38,1,1,Laboratory Technician,3.0,Married,3833.0,24375,3,No,21,4,3,2,7,2.0,3.0,2.0,2,0,2
40.0,0,Travel_Frequently,791,Research & Development,2,2,Medical,807,3.0,Female,38,4,2,Healthcare Representative,2.0,Married,4244.0,9931,1,No,24,4,4,1,8,2.0,3.0,8.0,7,3,7
34.0,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,808,3.0,Female,93,3,2,Sales Executive,1.0,Married,6500.0,13305,5,No,17,3,2,1,6,1.0,3.0,5.0,2,1,2
36.0,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,809,2.0,Male,66,3,5,Manager,4.0,Divorced,18430.0,16225,1,No,13,3,2,1,24,4.0,3.0,24.0,7,14,9
23.0,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,811,3.0,Male,63,4,1,Laboratory Technician,1.0,Married,1601.0,3445,1,Yes,21,4,3,2,1,2.0,3.0,0.0,0,0,0
24.0,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,812,3.0,Male,60,2,1,Laboratory Technician,2.0,Divorced,2694.0,26551,1,No,11,3,3,3,1,4.0,3.0,1.0,0,0,0
52.0,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,813,4.0,Female,82,3,2,Laboratory Technician,3.0,Married,4960.0,21821,8,No,20,4,2,1,9,3.0,3.0,5.0,2,1,4
50.0,0,Travel_Rarely,691,Research & Development,2,3,Medical,815,3.0,Male,64,3,4,Research Director,3.0,Married,17639.0,6881,5,No,16,3,4,0,30,3.0,3.0,4.0,3,0,3
29.0,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,816,2.0,Female,36,2,1,Laboratory Technician,1.0,Complicated,2319.0,6689,1,Yes,11,3,4,1,1,3.0,3.0,1.0,0,0,0
33.0,0,Travel_Rarely,213,Research & Development,7,3,Medical,817,3.0,Male,49,3,3,Research Director,3.0,Married,11691.0,25995,0,No,11,3,4,0,14,3.0,4.0,13.0,9,3,7
33.0,1,Travel_Rarely,118,Sales,16,3,Marketing,819,1.0,Female,69,3,2,Sales Executive,1.0,Single,4960.0,26507,5,No,15,3,3,0,6,3.0,3.0,3.0,2,0,2
47.0,0,Travel_Rarely,202,Research & Development,2,2,Other,820,3.0,Female,33,3,4,Manager,4.0,Married,16752.0,12982,1,Yes,11,3,3,1,26,3.0,2.0,26.0,14,3,0
36.0,0,Travel_Rarely,676,Research & Development,1,3,Other,823,3.0,Female,35,3,2,Manufacturing Director,2.0,Married,5228.0,23361,0,No,15,3,1,1,10,2.0,3.0,9.0,7,0,5
29.0,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,824,3.0,Male,81,4,1,Research Scientist,3.0,Married,2700.0,23779,1,No,24,4,3,1,10,3.0,3.0,90.0,7,0,7
58.0,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,825,4.0,Male,31,3,5,Research Director,3.0,Single,19246.0,25761,7,Yes,12,3,4,0,40,2.0,3.0,31.0,15,13,8
35.0,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,826,4.0,Female,40,4,1,Research Scientist,3.0,Single,2506.0,13301,3,No,13,3,3,0,7,0.0,3.0,2.0,2,2,2
36.0,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,827,4.0,Female,43,2,2,Manufacturing Director,4.0,Married,6062.0,4051,9,Yes,13,3,4,1,8,4.0,3.0,4.0,3,0,2
28.0,1,Travel_Rarely,890,Research & Development,2,4,Medical,828,3.0,Male,46,3,1,Research Scientist,3.0,Single,4382.0,16374,6,No,17,3,4,0,5,3.0,2.0,2.0,2,2,1
36.0,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,829,3.0,Male,36,3,1,Human Resources,2.0,Married,2143.0,25527,4,No,13,3,2,1,8,2.0,3.0,5.0,2,0,4
32.0,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,830,3.0,Female,98,2,2,Manufacturing Director,3.0,Married,6162.0,19124,1,No,12,3,3,1,14,3.0,3.0,14.0,13,6,8
40.0,0,Travel_Frequently,720,Research & Development,16,4,Medical,832,1.0,Male,51,2,2,Laboratory Technician,3.0,Single,5094.0,11983,6,No,14,3,4,0,10,6.0,3.0,1.0,0,0,0
36.0,0,Travel_Rarely,946,Research & Development,2,3,Medical,833,3.0,Female,52,2,2,Manufacturing Director,4.0,Single,6877.0,20234,5,Yes,24,4,2,0,12,4.0,2.0,0.0,0,0,0
45.0,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,834,2.0,Female,95,2,1,Research Scientist,3.0,Single,2274.0,6153,1,No,14,3,4,0,1,3.0,3.0,1.0,0,0,0
42.0,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,836,2.0,Male,98,3,2,Manufacturing Director,3.0,Married,4434.0,11806,1,No,13,3,4,1,10,3.0,2.0,5.0,8,7,8
36.0,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,837,1.0,Male,45,2,2,Healthcare Representative,1.0,Divorced,6288.0,4284,2,No,15,3,3,1,13,3.0,2.0,4.0,3,1,2
34.0,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,838,3.0,Female,100,2,1,Research Scientist,4.0,Single,2553.0,8306,1,No,16,3,3,0,6,3.0,3.0,5.0,2,1,3
49.0,1,Travel_Rarely,1184,Sales,11,3,Marketing,840,3.0,Female,43,3,3,Sales Executive,4.0,Married,7654.0,5860,1,No,18,3,1,2,9,3.0,4.0,9.0,8,7,7
55.0,1,Travel_Rarely,436,Sales,2,1,Medical,842,3.0,Male,37,3,2,Sales Executive,4.0,Single,5160.0,21519,4,No,16,3,3,0,12,3.0,3.0,9.0,7,7,3
43.0,0,Travel_Rarely ,589,Research & Development,14,2,Life Sciences,843,2.0,Male,94,3,4,Research Director,1.0,Married,17159.0,5200,6,No,24,4,3,1,22,3.0,3.0,4.0,1,1,0
27.0,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,844,3.0,Male,42,2,3,Research Director,4.0,Divorced,12808.0,8842,1,Yes,16,3,2,1,9,3.0,3.0,55.0,8,0,8
35.0,0,Travel_Rarely,950,Research & Development,7,3,Other,845,3.0,Male,59,3,3,Manufacturing Director,3.0,Single,10221.0,18869,3,No,21,4,2,0,17,3.0,4.0,8.0,5,1,6
28.0,0,Travel_Rarely,760,Sales,2,4,Marketing,846,2.0,Female,81,3,2,Sales Executive,2.0,Married,4779.0,3698,1,Yes,20,4,1,0,8,2.0,3.0,8.0,7,7,5
34.0,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,847,3.0,Unknown,88,3,1,Human Resources,4.0,Married,3737.0,2243,0,No,19,3,3,1,4,1.0,1.0,3.0,2,0,2
26.0,1,Travel_Frequently,887,Research & Development,5,2,Medical,848,3.0,Female,88,2,1,research scientist,3.0,Married,2366.0,20898,1,Yes,14,3,1,1,8,2.0,3.0,8.0,7,1,7
27.0,0,Non-Travel,443,Research & Development,3,3,Medical,850,4.0,Male,50,3,1,Research Scientist,4.0,Married,4960.0,16571,1,No,11,3,3,3,0,3.0,2.0,0.0,0,0,0
51.0,0,Travel_Rarely,1318,Sales,26,4,Marketing,851,1.0,Female,66,3,4,Manager,3.0,Married,4960.0,5594,2,No,14,3,3,1,29,2.0,2.0,20.0,6,4,17
44.0,0,Travel_Rarely,625,Research & Development,4,3,Medical,852,4.0,Male,50,3,2,Healthcare Representative,2.0,Single,5933.0,5197,9,No,12,3,4,0,10,2.0,2.0,100.0,2,2,3
120.0,0,Travel_Rarely,180,Research & Development,2,1,Medical,854,1.0,Male,65,4,1,Research Scientist,1.0,Single,3424.0,21632,7,No,13,3,3,0,6,3.0,2.0,4.0,3,0,1
33.0,0,Travel_Rarely,586,Sales,1,3,Medical,855,1.0,Male,48,4,2,Sales Executive,3.0,Other,4037.0,21816,1,No,22,4,1,1,9,5.0,3.0,9.0,8,0,8
35.0,0,Travel_Rarely,1343,Research & Development,27,1,Medical,856,3.0,Female,53,2,1,Research Scientist,1.0,Single,2559.0,17852,1,No,11,3,4,0,6,3.0,2.0,6.0,5,1,1
36.0,0,Travel_Rarely,928,Sales,1,2,Life Sciences,857,2.0,Male,56,3,2,Sales Executive,4.0,Married,6201.0,2823,1,Yes,14,3,4,1,18,1.0,2.0,18.0,14,4,11
36.0,0,Travel_Rarely,117,Sales,13,4,Life Sciences,859,2.0,Male,73,3,2,Sales Executive,4.0,Divorced,4403.0,9250,2,No,11,3,3,1,8,3.0,2.0,5.0,2,0,3
30.0,0,Travel_Frequently ,1012,Research & Development,5,4,Life Sciences,861,2.0,Male,75,2,1,Research Scientist,4.0,Divorced,4960.0,2373,9,No,12,3,2,1,10,3.0,3.0,5.0,4,0,3
36.0,0,Travel_Rarely,661,Sales,7,2,Marketing,862,1.0,Female,78,2,3,Sales Executive,4.0,Married,10934.0,20715,7,Yes,18,3,4,1,35,3.0,3.0,5.0,2,0,4
45.0,0,Travel_Rarely,930,Sales,9,3,Marketing,864,3.0,Male,74,3,3,Sales Executive,1.0,Divorced,10761.0,19239,4,Yes,12,3,3,1,18,2.0,3.0,5.0,4,0,2
32.0,0,Travel_Rarely,638,Research & Development,8,2,Medical,865,3.0,Female,91,4,2,Research Scientist,3.0,Married,5175.0,22162,5,No,12,3,3,1,9,3.0,2.0,5.0,3,1,3
52.0,0,Travel_Frequently,890,Research & Development,25,4,Medical,867,3.0,Female,81,2,4,Manufacturing Director,4.0,Married,13826.0,19028,3,No,22,4,3,0,31,3.0,3.0,9.0,8,0,0
37.0,0,Travel_Rarely,342,Sales,16,4,Marketing,868,4.0,Male,66,2,2,Sales Executive,3.0,Divorced,4960.0,24558,4,No,19,3,4,2,9,3.0,3.0,1.0,0,0,0
28.0,0,Travel_Rarely,1169,Human Resources,8,2,Medical,869,2.0,Male,63,2,1,Human Resources,4.0,Divorced,4936.0,23965,1,No,13,3,4,1,6,6.0,3.0,5.0,1,0,4
22.0,0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,872,3.0,Male,33,2,2,Manufacturing Director,4.0,Married,4775.0,19146,6,No,22,4,1,2,4,2.0,1.0,2.0,2,2,2
44.0,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,874,1.0,Male,62,4,1,Laboratory Technician,4.0,Married,2818.0,5044,2,Yes,24,4,3,1,10,2.0,2.0,3.0,2,0,2
42.0,0,Travel_Frequently,1271,Research & Development,2,1,Medical,875,2.0,Male,35,3,1,Research Scientist,4.0,Single,2515.0,9068,5,Yes,14,3,4,0,8,2.0,3.0,2.0,1,2,2
36.0,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,878,1.0,Male,77,2,1,Human Resources,1.0,Married,2342.0,8635,0,No,21,4,3,0,6,3.0,3.0,5.0,4,0,3
25.0,0,Travel_Rarely,141,Sales,3,1,Other,879,3.0,Male,98,3,2,Sales Executive,1.0,Married,4194.0,14363,1,Yes,18,3,4,0,5,3.0,3.0,5.0,3,0,3
35.0,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,880,4.0,Female,66,2,3,Manufacturing Director,3.0,Married,10685.0,23457,1,Yes,20,4,2,1,17,2.0,3.0,17.0,14,5,15
35.0,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,881,4.0,Female,96,3,1,Research Scientist,2.0,Divorced,2022.0,16612,1,Yes,19,3,1,1,10,3.0,2.0,10.0,2,7,8
32.0,0,Non-Travel,300,Research & Development,1,3,Life Sciences,882,4.0,Male,61,3,1,Laboratory Technician,4.0,Divorced,2314.0,9148,0,No,12,3,2,1,4,2.0,3.0,3.0,0,0,2
36.0,0,Travel_Rarely,583,Sales,4,1,Marketing,885,3.0,Male,87,2,2,Sales Executive,1.0,Married,4256.0,18154,1,No,12,3,1,0,5,1.0,4.0,5.0,2,0,3
49.0,0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,887,3.0,Female,36,3,1,Research Scientist,1.0,Married,3580.0,10554,2,No,16,3,2,1,7,2.0,3.0,4.0,2,0,2
24.0,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,888,1.0,Male,46,2,1,Laboratory Technician,4.0,Married,3162.0,10778,0,No,17,3,4,0,6,2.0,2.0,5.0,2,3,4
36.0,0,Travel_Frequently,379,Sales,5,2,Life Sciences,889,2.0,Male,48,3,2,Sales Executive,2.0,Married,6524.0,8891,1,No,14,3,4,1,10,3.0,3.0,10.0,8,5,3
38.0,0,Travel_Rarely,395,Sales,9,3,Marketing,893,2.0,Male,98,2,1,Sales Representative,2.0,Married,4960.0,12102,0,No,19,3,4,1,3,3.0,3.0,2.0,2,1,2
42.0,0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,894,3.0,Female,95,4,2,Laboratory Technician,4.0,Married,5231.0,23726,2,Yes,13,3,2,1,17,1.0,3.0,5.0,3,1,3
31.0,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,895,4.0,Male,48,3,1,Research Scientist,4.0,Married,2356.0,14871,3,Yes,19,3,2,1,8,2.0,3.0,6.0,4,0,2
29.0,1,Travel_Rarely,341,Sales,1,3,Medical,896,2.0,Female,48,2,1,Sales Representative,3.0,Divorced,2800.0,23522,6,Yes,19,3,3,3,5,3.0,3.0,3.0,2,0,2
53.0,0,Travel_Rarely,868,Sales,8,3,Marketing,897,1.0,Male,73,3,4,Sales Executive,4.0,Married,11836.0,22789,5,No,14,3,3,1,28,3.0,3.0,2.0,0,2,2
35.0,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,899,3.0,Male,78,2,3,Manufacturing Director,2.0,Married,10903.0,9129,3,No,16,3,1,0,16,2.0,3.0,13.0,10,4,8
